id,created_at,favorites_count,id,retweet_count,text
975842574933090304,2018-03-19 21:12:54,0,975842574933090304,1,"Palaces, forts, tigers oh my! The #PalaceonWheels is the only way to see the best of Rajasthan with no hassle, only fun. Read all about @ciantravels trip on India's most famous train &amp; why this should be your next holiday. https://t.co/gJdL77xseU #incredibleindia #indiablogtrain"
975860031072563200,2018-03-19 22:22:16,0,975860031072563200,156,"Located in Abhaneri, Rajasthan, Chand Baori is one of the largest and deepest stepwells in the world, built to conserve water and provide relief from the scorching heat of Rajasthan. #stepwell #Rajasthan @my_rajasthan @alphonstourism @tourismgoi https://t.co/eq6leIdA8U"
975861989934338049,2018-03-19 22:30:03,0,975861989934338049,0,WATCH: IPL team Rajasthan Royals unveil team anthem &amp;#39;Phir Halla Bol&amp;#39;    #IndianPremierLeague #IPL2018 https://t.co/6vPOlBkuxE https://t.co/TJ524qVKhP
975862925733736448,2018-03-19 22:33:46,0,975862925733736448,6,Beautiful movement with @SunielVShetty @AshokLahotyBJP @ChoudharySagun at #dijifest #ITday #Rajasthan  @EtvRajasthan_  @ZeeTV   @my_rajasthan @RajasthanNews18 @TOIJaipurNews @We_Are_Jaipur @jaipur_police @BeautifulJaipur https://t.co/LL4jY4x63D
975867479791751168,2018-03-19 22:51:52,0,975867479791751168,156,"Located in Abhaneri, Rajasthan, Chand Baori is one of the largest and deepest stepwells in the world, built to conserve water and provide relief from the scorching heat of Rajasthan. #stepwell #Rajasthan @my_rajasthan @alphonstourism @tourismgoi https://t.co/eq6leIdA8U"
